Address,maps to,final,score,version,,,
/product/the-ice-cream-bible/cookbooks,/product/the-ice-cream-bible/cookbooks,yes,0.9876,1,,,
/product/perfect-pickler-fermentor-wide-mouth-kits/fermenting-pickling,/product/perfect-pickler-fermentor-wide-mouth-kits/fermenting-pickling,yes,0.9876,1,,,
/product/3-gallon-numbered-stoneware-crock/fermenting-pickling,/product/3-gallon-numbered-stoneware-crock/fermenting-pickling,yes,0.9876,1,,,
/product/dietz-blizzard-hurricane-oil-lantern-black/lanterns,/product/dietz-blizzard-hurricane-oil-lantern-black/lanterns,yes,0.9876,1,,,
/tracking,/tracking,yes,0.9876,1,,,
/category/shampoo-conditioner,/category/shampoo-conditioner,yes,0.9876,1,,,
/product/sickle-bar-tooth-cultivator/digging-cultivating,/product/sickle-bar-tooth-cultivator/digging-cultivating,yes,0.9876,1,,,
/category/shallow-well-pumps,/category/shallow-well-pumps,yes,0.9876,1,,,
/product/dog-odor-neutralizer/pet-supplies,/product/dog-odor-neutralizer/pet-supplies,yes,0.9876,1,,,
/category/remedies,/category/remedies,yes,0.9876,1,,,
/product/wide-mouth-ball-pint-canning-jars/canning,/product/wide-mouth-ball-pint-canning-jars/canning,yes,0.9876,1,,,
/category/diy-cheese-yogurt,/category/diy-cheese-yogurt,yes,0.9876,1,,,
/product/yoders-good-health-recipe/remedies,/product/yoders-good-health-recipe/remedies,yes,0.9876,1,,,
/product/1-gallon-numbered-stoneware-crock/fermenting-pickling,/product/1-gallon-numbered-stoneware-crock/fermenting-pickling,yes,0.9876,1,,,
/category/food-meats,/category/food-meats,yes,0.9876,1,,,
/product/cast-iron-string-dispenser-and-twine/household-helpers,/product/cast-iron-string-dispenser-and-twine/household-helpers,yes,0.9876,1,,,
/product/traditional-cheese-plane/diy-cheese-yogurt,/product/traditional-cheese-plane/diy-cheese-yogurt,yes,0.9876,1,,,
/product/mozzarella-cheese-kit/diy-cheese-yogurt,/product/mozzarella-cheese-kit/diy-cheese-yogurt,yes,0.9876,1,,,
/category/food-meats/2,/category/food-meats/2,yes,0.9876,1,,,
/product/perfect-pickler-fermentor-extra-large-kits/fermenting-pickling,/product/perfect-pickler-fermentor-extra-large-kits/fermenting-pickling,yes,0.9876,1,,,
/product/super-breath-dog-bones/pet-supplies,/product/super-breath-dog-bones/pet-supplies,yes,0.9876,1,,,
/product/cooked-turkey-gizzards/food-meats,/product/cooked-turkey-gizzards/food-meats,yes,0.9876,1,,,
/product/hickory-beef-sticks/food-meats,/product/hickory-beef-sticks/food-meats,yes,0.9876,1,,,
/product/homemade-root-beer-kit/soda-making,/product/homemade-root-beer-kit/soda-making,yes,0.9876,1,,,
/product/hand-cranked-blender/kitchen-gadgets,/product/hand-cranked-blender/kitchen-gadgets,yes,0.9876,1,,,
/category/food-prep,/category/food-prep,yes,0.9876,1,,,
/product/wilcox-stainless-13-weeder/digging-cultivating,/product/wilcox-stainless-13-weeder/digging-cultivating,yes,0.9876,1,,,
/newsletter2,/newsletter2,yes,0.9876,1,,,
https://ajax.googleapis.com/ajax/libs/jqueryui/1.9.2/themes/base/jquery-ui.css,https://ajax.googleapis.com/ajax/libs/jqueryui/1.9.2/themes/base/jquery-ui.css,yes,0.9876,1,,,
/category/remedies/a,/category/remedies/a,yes,0.9876,1,,,
/category/pest-control,/category/pest-control,yes,0.9876,1,,,
/product/grandpas-pine-tar-liquid-shampoo-case-of-12/shampoo-conditioner,/product/grandpas-pine-tar-liquid-shampoo-case-of-12/shampoo-conditioner,yes,0.9876,1,,,
/product/homemade-root-beer-kit/food-beverages,/product/homemade-root-beer-kit/food-beverages,yes,0.9876,1,,,
/product/amish-leather-schmutz-dressing/cleaners-polishes,/product/amish-leather-schmutz-dressing/cleaners-polishes,yes,0.9876,1,,,
/product/weed-bully/digging-cultivating,/product/weed-bully/digging-cultivating,yes,0.9876,1,,,
/product/bat-house-kit/pest-control,/product/bat-house-kit/pest-control,yes,0.9876,1,,,
/product/the-better-mousetrap/pest-control,/product/the-better-mousetrap/pest-control,yes,0.9876,1,,,
/product/press-on-oil-lamp-collar-2/lamp-burners,/product/press-on-oil-lamp-collar-2/lamp-burners,yes,0.9876,1,,,
/category/electric-conversion,/category/electric-conversion,yes,0.9876,1,,,
/category/emergency-supplies,/category/emergency-supplies,yes,0.9876,1,,,
/category/electric-conversion/a,/category/electric-conversion/a,yes,0.9876,1,,,
/product/canning-freezing-curing-and-smoking-of-meat-fish-and-game-book/preserving-books,/product/canning-freezing-curing-and-smoking-of-meat-fish-and-game-book/preserving-books,yes,0.9876,1,,,
/product/preserve-it-naturally-book/preserving-books,/product/preserve-it-naturally-book/preserving-books,yes,0.9876,1,,,
/category/electric-conversion/2,/category/electric-conversion/2,yes,0.9876,1,,,
/product/emergency-survival-kit/emergency-supplies,/product/emergency-survival-kit/emergency-supplies,yes,0.9876,1,,,
/product/hand-cranked-radioalarm-clockflashlight/emergency-supplies,/product/hand-cranked-radioalarm-clockflashlight/emergency-supplies,yes,0.9876,1,,,
/product/aladdin-electric-conversion-burner-brass-heel-less/electric-conversion,/product/aladdin-electric-conversion-burner-brass-heel-less/electric-conversion,yes,0.9876,1,,,
/category/electric-conversion/1,/category/electric-conversion/1,yes,0.9876,1,,,
/product/water-storage-and-filter-kit/emergency-supplies,/product/water-storage-and-filter-kit/emergency-supplies,yes,0.9876,1,,,
/product/60-watt-under-the-mantle-bulb-for-aladdin-lamps/electric-conversion,/product/60-watt-under-the-mantle-bulb-for-aladdin-lamps/electric-conversion,yes,0.9876,1,,,
/product/rayon-covered-cord/electric-conversion,/product/rayon-covered-cord/electric-conversion,yes,0.9876,1,,,
/category/fermenting-pickling/a,/category/fermenting-pickling/a,yes,0.9876,1,,,
/product/stainless-steel-milk-can-1-gallon/animal-care,/product/stainless-steel-milk-can-1-gallon/animal-care,yes,0.9876,1,,,
/product/mug-tree/kitchen-gadgets,/product/mug-tree/kitchen-gadgets,yes,0.9876,1,,,
/category/pots-pans,/category/pots-pans,yes,0.9876,1,,,
/product/lehmans-old-fashioned-bottle-opener/soda-making,/product/lehmans-old-fashioned-bottle-opener/soda-making,yes,0.9876,1,,,
/category/food-meats/a,/category/food-meats/a,yes,0.9876,1,,,
/category/pots-pans/a,/category/pots-pans/a,yes,0.9876,1,,,
/category/indoor-furniture,/category/indoor-furniture,yes,0.9876,1,,,
/category/pots-pans/3,/category/pots-pans/3,yes,0.9876,1,,,
/category/pots-pans/4,/category/pots-pans/4,yes,0.9876,1,,,
/category/pots-pans/5,/category/pots-pans/5,yes,0.9876,1,,,
/category/pots-pans/2,/category/pots-pans/2,yes,0.9876,1,,,
/product/queen-anne-3-size-burner-for-oil-lamps/lamp-burners,/product/queen-anne-3-size-burner-for-oil-lamps/lamp-burners,yes,0.9876,1,,,
/category/pots-pans/1,/category/pots-pans/1,yes,0.9876,1,,,
/product/red-6-qt-popcorn-popper/pots-pans,/product/red-6-qt-popcorn-popper/pots-pans,yes,0.9876,1,,,
/product/european-style-fermenting-crocks-15-liter/fermenting-pickling,/product/european-style-fermenting-crocks-15-liter/fermenting-pickling,yes,0.9876,1,,,
/product/apple-butter-kettles-10-gallon/pots-pans,/product/apple-butter-kettles-10-gallon/pots-pans,yes,0.9876,1,,,
/product/wooden-sauerkraut-boards/fermenting-pickling,/product/wooden-sauerkraut-boards/fermenting-pickling,yes,0.9876,1,,,
/product/pressurized-sealed-top-water-pump/shallow-well-pumps,/product/pressurized-sealed-top-water-pump/shallow-well-pumps,yes,0.9876,1,,,
/product/quret-old-time-drawing-salve/remedies,/product/quret-old-time-drawing-salve/remedies,yes,0.9876,1,,,
/category/butchering-supplies/a,/category/butchering-supplies/a,yes,0.9876,1,,,
/product/the-lodge-cast-iron-cookbook/cookbooks,/product/the-lodge-cast-iron-cookbook/cookbooks,yes,0.9876,1,,,
/product/food-drying-techniques-book/preserving-books,/product/food-drying-techniques-book/preserving-books,yes,0.9876,1,,,
/product/cast-implement-seats/indoor-furniture,/product/cast-implement-seats/indoor-furniture,yes,0.9876,1,,,
/product/classic-hot-water-bottle/remedies,/product/classic-hot-water-bottle/remedies,yes,0.9876,1,,,
/product/apple-butter-kettles-50-gallon/pots-pans,/product/apple-butter-kettles-50-gallon/pots-pans,yes,0.9876,1,,,
/product/heavy-bakelite-plug/electric-conversion,/product/heavy-bakelite-plug/electric-conversion,yes,0.9876,1,,,
/product/making-sauerkraut-and-pickled-vegetables-at-home-book/preserving-books,/product/making-sauerkraut-and-pickled-vegetables-at-home-book/preserving-books,yes,0.9876,1,,,
/gift-cards,/gift-cards,yes,0.9876,1,,,
/product/kyocera-ceramic-coated-fry-pan-8-inch/pots-pans,/product/kyocera-ceramic-coated-fry-pan-8-inch/pots-pans,yes,0.9876,1,,,
/product/fido-fur-rinse/pet-supplies,/product/fido-fur-rinse/pet-supplies,yes,0.9876,1,,,
/product/extreme-dot-to-dot-around-the-world/children-books,/product/extreme-dot-to-dot-around-the-world/children-books,yes,0.9876,1,,,
/product/homebrew-soda-pop/soda-making,/product/homebrew-soda-pop/soda-making,yes,0.9876,1,,,
/product/pioneer-recipes/children-books,/product/pioneer-recipes/children-books,yes,0.9876,1,,,
/product/moldboard-plow-for-high-wheel-cultivator/digging-cultivating,/product/moldboard-plow-for-high-wheel-cultivator/digging-cultivating,yes,0.9876,1,,,
/product/solid-brass-oil-lamp-collar-0-and-1/lamp-burners,/product/solid-brass-oil-lamp-collar-0-and-1/lamp-burners,yes,0.9876,1,,,
/category/composting,/category/composting,yes,0.9876,1,,,
/product/square-1-gallon-replacement-butter-churn-jar/making-butter,/product/square-1-gallon-replacement-butter-churn-jar/making-butter,yes,0.9876,1,,,
/product/slicker-pet-brush-large/pet-supplies,/product/slicker-pet-brush-large/pet-supplies,yes,0.9876,1,,,
/product/ball-wide-mouth-15-pint-jars/canning,/product/ball-wide-mouth-15-pint-jars/canning,yes,0.9876,1,,,
/category/soaps-soapmaking,/category/soaps-soapmaking,yes,0.9876,1,,,
/category/board-games,/category/board-games,yes,0.9876,1,,,
/product/nutmeg-burner-for-oil-lamps/lamp-burners,/product/nutmeg-burner-for-oil-lamps/lamp-burners,yes,0.9876,1,,,
/product/spot-it-on-the-road/board-games,/product/spot-it-on-the-road/board-games,yes,0.9876,1,,,
/product/8566/making-butter,/product/8566/making-butter,yes,0.9876,1,,,
/product/red-globe-for-dietz-monarch-and-blizzard-lanterns/lanterns,/product/red-globe-for-dietz-monarch-and-blizzard-lanterns/lanterns,yes,0.9876,1,,,
/product/nut-wizard-tools/lawncare,/product/nut-wizard-tools/lawncare,yes,0.9876,1,,,
/product/stainless-steel-milk-can-1-gallon/decor,/product/stainless-steel-milk-can-1-gallon/decor,yes,0.9876,1,,,
/product/heirloom-weeding-finger/garden-accessories,/product/heirloom-weeding-finger/garden-accessories,yes,0.9876,1,,,
/express_order,/express_order,yes,0.9876,1,,,
/product/closed-spout-hand-cistern-water-pump/shallow-well-pumps,/product/closed-spout-hand-cistern-water-pump/shallow-well-pumps,yes,0.9876,1,,,
/product/replacement-tine-for-rotary-cultivator/digging-cultivating,/product/replacement-tine-for-rotary-cultivator/digging-cultivating,yes,0.9876,1,,,
/product/handel-style-acorn-pulls-and-chains/electric-conversion,/product/handel-style-acorn-pulls-and-chains/electric-conversion,yes,0.9876,1,,,
/category/sewing-quilting,/category/sewing-quilting,yes,0.9876,1,,,
/category/garden-accessories,/category/garden-accessories,yes,0.9876,1,,,
/category/composting-toilets,/category/composting-toilets,yes,0.9876,1,,,
/category/garden-accessories/5,/category/garden-accessories/5,yes,0.9876,1,,,
/product/quilting-basics-book/sewing-quilting,/product/quilting-basics-book/sewing-quilting,yes,0.9876,1,,,
/product/large-galvanized-watering-can/garden-accessories,/product/large-galvanized-watering-can/garden-accessories,yes,0.9876,1,,,
/category/garden-accessories/4,/category/garden-accessories/4,yes,0.9876,1,,,
/category/garden-accessories/3,/category/garden-accessories/3,yes,0.9876,1,,,
/category/garden-accessories/2,/category/garden-accessories/2,yes,0.9876,1,,,
/category/garden-accessories/1,/category/garden-accessories/1,yes,0.9876,1,,,
/product/3-in-1-garden-spray/garden-accessories,/product/3-in-1-garden-spray/garden-accessories,yes,0.9876,1,,,
/product/literature-on-all-sun-mar-composting-toilets/composting-toilets,/product/literature-on-all-sun-mar-composting-toilets/composting-toilets,yes,0.9876,1,,,
/product/high-wheel-cultivator/garden-accessories,/product/high-wheel-cultivator/garden-accessories,yes,0.9876,1,,,
/product/compost-magic-brick-for-garden-composter/garden-accessories,/product/compost-magic-brick-for-garden-composter/garden-accessories,yes,0.9876,1,,,
/product/small-galvanized-watering-can/garden-accessories,/product/small-galvanized-watering-can/garden-accessories,yes,0.9876,1,,,
/product/wholecraft-of-spinning-from-raw-material-to-yarn/sewing-quilting,/product/wholecraft-of-spinning-from-raw-material-to-yarn/sewing-quilting,yes,0.9876,1,,,
/product/the-potmaker/garden-accessories,/product/the-potmaker/garden-accessories,yes,0.9876,1,,,
/product/natural-yield-booster-for-seedlings/garden-accessories,/product/natural-yield-booster-for-seedlings/garden-accessories,yes,0.9876,1,,,
/product/compost-aerator/garden-accessories,/product/compost-aerator/garden-accessories,yes,0.9876,1,,,
/product/how-to-grow-more-vegetables-book/garden-accessories,/product/how-to-grow-more-vegetables-book/garden-accessories,yes,0.9876,1,,,
/category/garden-accessories/a,/category/garden-accessories/a,yes,0.9876,1,,,
/product/mobile-composting-toilet/composting-toilets,/product/mobile-composting-toilet/composting-toilets,yes,0.9876,1,,,
/product/yellow-jacket-trap/garden-accessories,/product/yellow-jacket-trap/garden-accessories,yes,0.9876,1,,,
/product/natural-peat-pots/garden-accessories,/product/natural-peat-pots/garden-accessories,yes,0.9876,1,,,
/product/wholecraft-of-spinning-from-raw-material-to-yarn/how-to-books,/product/wholecraft-of-spinning-from-raw-material-to-yarn/how-to-books,yes,0.9876,1,,,
/category/making-butter,/category/making-butter,yes,0.9876,1,,,
/category/pump-parts,/category/pump-parts,yes,0.9876,1,,,
/product/maple-tree-water-case-of-12/food-beverages,/product/maple-tree-water-case-of-12/food-beverages,yes,0.9876,1,,,
/product/downspout-rain-catcher/garden-accessories,/product/downspout-rain-catcher/garden-accessories,yes,0.9876,1,,,
/category/books,/category/books,yes,0.9876,1,,,
/product/stainless-steel-7-16-to-3-8-rod-adapter/pump-parts,/product/stainless-steel-7-16-to-3-8-rod-adapter/pump-parts,yes,0.9876,1,,,
/product/brass-couplings-for-threaded-pvc-schedule-80-pipe/pump-parts,/product/brass-couplings-for-threaded-pvc-schedule-80-pipe/pump-parts,yes,0.9876,1,,,
/product/pure-maple-syrup/food-pantry,/product/pure-maple-syrup/food-pantry,yes,0.9876,1,,,
/product/extra-deep-roasting-and-lasagna-pan/pots-pans,/product/extra-deep-roasting-and-lasagna-pan/pots-pans,yes,0.9876,1,,,
/product/time-proven-garden-hand-tool-set/digging-cultivating,/product/time-proven-garden-hand-tool-set/digging-cultivating,yes,0.9876,1,,,
/product/replacement-needle-for-sewing-awl/sewing-quilting,/product/replacement-needle-for-sewing-awl/sewing-quilting,yes,0.9876,1,,,
/product/dietz-oil-lantern-burners-original-burner/lamp-burners,/product/dietz-oil-lantern-burners-original-burner/lamp-burners,yes,0.9876,1,,,
/product/pet-clipper-kit/pet-supplies,/product/pet-clipper-kit/pet-supplies,yes,0.9876,1,,,
/product/urban-compostertrade-bucket-with-accelerator-spray/composting,/product/urban-compostertrade-bucket-with-accelerator-spray/composting,yes,0.9876,1,,,
/product/dietz-blizzard-hurricane-oil-lantern-black/emergency-supplies,/product/dietz-blizzard-hurricane-oil-lantern-black/emergency-supplies,yes,0.9876,1,,,
/product/the-better-mousetrap/garden-accessories,/product/the-better-mousetrap/garden-accessories,yes,0.9876,1,,,
/newsletter_request,/newsletter_request,yes,0.9876,1,,,
/product/die-cast-key-for-electric-lamps/electric-conversion,/product/die-cast-key-for-electric-lamps/electric-conversion,yes,0.9876,1,,,
/product/the-joy-of-pickling-book/preserving-books,/product/the-joy-of-pickling-book/preserving-books,yes,0.9876,1,,,
/product/tripod-with-chain-for-cast-iron-cookware-over-an-open-fire/fallevening,/product/tripod-with-chain-for-cast-iron-cookware-over-an-open-fire/fallevening,yes,0.9876,1,,,
/product/little-golden-books-animal-tales/children-books,/product/little-golden-books-animal-tales/children-books,yes,0.9876,1,,,
/product/tripod-with-chain-for-cast-iron-cookware-over-an-open-fire/camping,/product/tripod-with-chain-for-cast-iron-cookware-over-an-open-fire/camping,yes,0.9876,1,,,
/product/dominoes-in-classic-tin/board-games,/product/dominoes-in-classic-tin/board-games,yes,0.9876,1,,,
/category/food-pantry,/category/food-pantry,yes,0.9876,1,,,
/product/bh-logo-filler-cap-for-oil-lamps/lamp-burners,/product/bh-logo-filler-cap-for-oil-lamps/lamp-burners,yes,0.9876,1,,,
https://lehmans.resultspage.com/autocomplete/sli-rac.config.js,https://lehmans.resultspage.com/autocomplete/sli-rac.config.js,yes,0.9876,1,,,
/product/tonns-pure-orange-blossom-honey/food-pantry,/product/tonns-pure-orange-blossom-honey/food-pantry,yes,0.9876,1,,,
/product/shelled-black-walnuts/food-pantry,/product/shelled-black-walnuts/food-pantry,yes,0.9876,1,,,
/product/tonns-pure-buckwheat-honey/food-pantry,/product/tonns-pure-buckwheat-honey/food-pantry,yes,0.9876,1,,,
/product/dutch-blitz-card-game/board-games,/product/dutch-blitz-card-game/board-games,yes,0.9876,1,,,
/product/optional-5-14-mold-for-stainless-steel-cheese-press/diy-cheese-yogurt,/product/optional-5-14-mold-for-stainless-steel-cheese-press/diy-cheese-yogurt,yes,0.9876,1,,,
/product/ball-dome-lids-regular/canning,/product/ball-dome-lids-regular/canning,yes,0.9876,1,,,
/product/fatal-funnel-wasp-traps/garden-accessories,/product/fatal-funnel-wasp-traps/garden-accessories,yes,0.9876,1,,,
/product/pickled-smoked-polish-sausage/food-meats,/product/pickled-smoked-polish-sausage/food-meats,yes,0.9876,1,,,
/product/stoneware-dog-bowl-large/pet-supplies,/product/stoneware-dog-bowl-large/pet-supplies,yes,0.9876,1,,,
/product/butcher-steel/knives-sharpeners-boards,/product/butcher-steel/knives-sharpeners-boards,yes,0.9876,1,,,
https://lehmans.resultspage.com/autocomplete/sli-rac.css,https://lehmans.resultspage.com/autocomplete/sli-rac.css,yes,0.9876,1,,,
/product/canned-beef-meat-case-of-12/food-meats,/product/canned-beef-meat-case-of-12/food-meats,yes,0.9876,1,,,
/product/solar-emergency-light/emergency-supplies,/product/solar-emergency-light/emergency-supplies,yes,0.9876,1,,,
/product/traditional-sewing-cabinet-and-treadle/indoor-furniture,/product/traditional-sewing-cabinet-and-treadle/indoor-furniture,yes,0.9876,1,,,
/product/wooden-lids-for-3-gallon-crocks/fermenting-pickling,/product/wooden-lids-for-3-gallon-crocks/fermenting-pickling,yes,0.9876,1,,,
/product/portable-backyard-chicken-coop/animal-care,/product/portable-backyard-chicken-coop/animal-care,yes,0.9876,1,,,
/product/old-fashioned-pine-cleaner-16-oz/cleaners-polishes,/product/old-fashioned-pine-cleaner-16-oz/cleaners-polishes,yes,0.9876,1,,,
/category/health-wellness,/category/health-wellness,yes,0.9876,1,,,
/product/handheld-yard-and-garden-torch/lawncare,/product/handheld-yard-and-garden-torch/lawncare,yes,0.9876,1,,,
/product/1-14-threaded-pvc-pipe-adapter/pump-parts,/product/1-14-threaded-pvc-pipe-adapter/pump-parts,yes,0.9876,1,,,
/product/old-fashioned-quilt-frames/sewing-quilting,/product/old-fashioned-quilt-frames/sewing-quilting,yes,0.9876,1,,,
/category/creams-lotions,/category/creams-lotions,yes,0.9876,1,,,
/category/ice-cream,/category/ice-cream,yes,0.9876,1,,,
/category/gift-cards,/category/gift-cards,yes,0.9876,1,,,
/product/marble-butter-crock/making-butter,/product/marble-butter-crock/making-butter,yes,0.9876,1,,,
/product/bag-balm/creams-lotions,/product/bag-balm/creams-lotions,yes,0.9876,1,,,
/product/ice-cream-ball/ice-cream,/product/ice-cream-ball/ice-cream,yes,0.9876,1,,,
