"Internal - HTML"
"Address","Content","Status Code","Status","Title 1","Title 2","Title 1 Length","Title 2 Length","Title 1 Pixel Width","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-2","H1-1 length","H1-2 length","H2-1","H2-2","H2-1 length","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","Size","Word Count","Text Ratio","Level","Inlinks","Outlinks","External Outlinks","Hash","Response Time","Last Modified","Redirect URI"
"https://www.lehmans.com/product/apple-grinder-for-lehmans-stainless-steel-cider-press/fruit-presses","text/html; charset=UTF-8","200","OK","Apple Grinder for Lehman's Stainless Steel Cider Press, Fruit Presses - Lehman's","","80","0","651","0","Stainless steel body, nylon bearing and gears. Sterilizable. USA made.","70","411","apple grinder,cider grinder,cider press grinder,cider chute,press mouth, USA,US,made in US,Made in USA,USA-made,USA made,Made in America,American made,American-made,America","172","Apple Grinder for Lehman's Stainless Steel Cider Press","","54","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/apple-grinder-for-lehmans-stainless-steel-cider-press/fruit-presses","129340","824","4.175945","0","4","250","7","6e58bbba5d1018be49bd33838a05365b","0.053","",""
"https://www.lehmans.com/product/fels-naptha-laundry-soap/laundry-supplies","text/html; charset=UTF-8","200","OK","Fels-Naptha Laundry Soap, Laundry Supplies - Lehman's","","53","0","457","0","Stain remover, pre-treater, laundry or chore soap. Washes off poison ivy sap.","77","447","zote soap, fels naptha, soap, felsnaptha, fels naptha soap, fels naptha laundry soap, poison ivy soap, stain remover, general purpose soap,detergent soap,laundry soap, homemade laundry soap,homemade detergent,laundry soap, laundry detergent,USA,US,made in US,Made in USA,USA-made,USA made,Made in America,American made,American-made,America","340","Fels-Naptha Laundry Soap","","24","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/fels-naptha-laundry-soap/laundry-supplies","168624","1817","6.3587136","0","3","257","7","e771f2e0187fe222ec0dfbad52ab3124","0.044","",""
"https://www.lehmans.com/product/the-backyard-homestead-guide-to-raising-farm-animals/farm-books","text/html; charset=UTF-8","200","OK","The Backyard Homestead Guide to Raising Farm Animals, Farm and Livestock - Lehman's","","83","0","722","0","Learn to keep poultry, rabbits, goats, sheep, pigs, cattle and bees on as little as 1/10 acre!","94","525","homesteading, prepping, prepper, preparedness, urban farming","60","The Backyard Homestead Guide to Raising Farm Animals","","52","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/the-backyard-homestead-guide-to-raising-farm-animals/farm-books","140152","1421","6.2969594","0","5","257","7","3e3ba809053032038fee4d66758e1edc","0.035","",""
"https://www.lehmans.com/product/jalapeno-roaster/kitchen-gadgets","text/html; charset=UTF-8","200","OK","Jalapeno Roaster, Kitchen Gadgets - Lehman's","","44","0","377","0","Spice up your warm-weather cooking and give your family and guests a real treat: delicious stuffed and roasted jalapeno peppers. Our specially designed tools make it easy to prepare these much-loved hot treats in a snap.","220","1285","pepper roaster, jalapeno roaster, roasted peppers, roasted jelapenos","68","Jalapeno Roaster","","16","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/jalapeno-roaster/kitchen-gadgets","125778","786","4.026269","0","1","256","7","bc979de696fa2e01ed88a5723740918b","0.033","",""
"https://www.lehmans.com/product/lehmans-own-laundry-hand-washer-with-wringer/laundry-supplies","text/html; charset=UTF-8","200","OK","Lehman's Own Laundry Hand Washer with Wringer, Laundry Supplies - Lehman's","","74","0","651","0","Other hand washers get clothes clean; this one gets them really clean. We took an old favorite and improved on its design to offer you a new alternative.            Comes with wringer for added convenience      Triangle-shaped agitator keeps clothes fully submerged - never floating on surface or lodged in corners       Forces water and detergent through clothes as they gently roll and turn       Durable UHMW Polymer wringer support       Welded corners       Sturdy wooden legs       Drain is threaded with standard fittings for easy replacement       36H x 23-1/2L x 23W, holds 15 gallons, 31 lb       USA made    Note: Minimal assembly required. Cannot be shipped outside of the U.S. or by Parcel Post.   ","711","4065","wringers, hand wringer, hand wringers, wringer washer, wringer washers, wringer, JHW, #JHW, hand washer, washer, handwasher, james hand washer, james handwasher, mangle, laundry mangle, box mangle, hand-cranked mangle, wringing mangles, clothes dryer","250","Lehman's Own Laundry Hand Washer with Wringer","","45","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/lehmans-own-laundry-hand-washer-with-wringer/laundry-supplies","166950","2118","7.4491596","0","4","258","7","3f383a3b60cc8789040769b51b13300a","0.036","",""
"https://www.lehmans.com/product/rectangular-bacon-press-and-steak-weight/cast-iron","text/html; charset=UTF-8","200","OK","Rectangular Bacon Press and Steak Weight, Cast Iron - Lehman's","","62","0","527","0","Flat bacon and steak the easy way","33","203","bacon press, steak weight, cast iron","36","Rectangular Bacon Press and Steak Weight","","40","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/rectangular-bacon-press-and-steak-weight/cast-iron","123661","762","3.9925597","0","1","256","7","24eb664ad73b854bfb143f68bb05943b","0.045","",""
"https://www.lehmans.com/product/ogallala-bay-rum-shaving-soap/personal-hygiene","text/html; charset=UTF-8","200","OK","Ogallala Bay Rum Shaving Soap, Grooming and Personal Hygiene - Lehman's","","71","0","626","0","Sweet, spicy, woodsy scents. Shaving soap bars. Pack of 2.","58","354","ogalla,ogala,ogallala,bay rum,soap,shaving soap,shaving bar,USA,US,made in US,Made in USA,USA-made,USA made,Made in America,American made,American-made,America","159","Ogallala Bay Rum Shaving Soap","","29","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/ogallala-bay-rum-shaving-soap/personal-hygiene","137956","1019","4.6255555","0","2","255","7","530114b7443163ace60ac0fd3692c4d","0.108","",""
"https://www.lehmans.com/product/honey-puffed-rice/food-snacks","text/html; charset=UTF-8","200","OK","Honey Puffed Rice, Snacks and Sweets - Lehman's","","47","0","411","0","Has only 3 ingredients for a wholesome, healthy snack. Made by an Amish family farm. 4 bags.","92","554","Stutzman farms,farm grown,family farm food,puffed rice,honey puffed rice,all natural,natural,all-natural,locally grown,locally made,cereal,healthy snacks,snack food,Amish grown,Amish made,Amish-made,USA,US,made in US,Made in USA,USA-made,USA made,Made in America,American made,American-made,America","298","Honey Puffed Rice","","17","0","Reviews","","7","0","","","https://www.lehmans.com/product/honey-puffed-rice/food-snacks","126815","956","4.7149277","0","3","250","7","feb8e4f05b4fd046d83205bb572015ba","0.392","",""
"https://www.lehmans.com/product/bag-balm/creams-lotions","text/html; charset=UTF-8","200","OK","Bag Balm, Balms, Creams and Lotions - Lehman's","","46","0","402","0","Old-time farmer's secret for chapped skin and minor cuts. 8 oz tin.","67","384","0202,salves,scratch cream,creams for cuts,vermont's original bag balm,dairy association bag balm,moisturizer,lanolin cream,lanolin balm,USA,US,made in US,Made in USA,USA-made,USA made,Made in America,American made,American-made,America","235","Bag Balm","","8","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/bag-balm/creams-lotions","137325","943","4.4472766","0","5","257","7","5dec46dd05e8a4612ca3e3a53270636d","0.027","",""
"https://www.lehmans.com/product/fuller-clothes-and-upholstery-brush/cleaning-utensils","text/html; charset=UTF-8","200","OK","Fuller® Clothes and Upholstery Brush, Cleaning Utensils and Gadgets - Lehman's","","78","0","653","0","Softer, longer bristles remove lint, dust and hair from fabric. USA made.","73","416","cleaning brush,USA,US,made in US,Made in USA,USA-made,USA made,Made in America,American made,American-made,America","114","Fuller® Clothes and Upholstery Brush","","36","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/fuller-clothes-and-upholstery-brush/cleaning-utensils","125411","751","3.9267287","0","1","256","7","1f1a89679baefd457448a293613b62e6","0.026","",""
"https://www.lehmans.com/product/owner-s-manual-for-heartland-classic-gas-gas-range/ranges","text/html; charset=UTF-8","200","OK","Owner's Manual for Heartland Classic Gas/Gas Range, Ranges - Lehman's","","69","0","600","0","Gas top/gas oven. ","18","111","Ranges,,","8","Owner's Manual for Heartland Classic Gas/Gas Range","","50","0","SUGGESTED PRODUCTS","Reviews","18","7","","","https://www.lehmans.com/product/owner-s-manual-for-heartland-classic-gas-gas-range/ranges","123170","730","3.9012392","0","1","256","7","43605ac75a1f4873a037bec4d57b622d","0.143","",""
